bedrooms,bathrooms,square_feet,home_value,year,taxes,fips_number
2.0,1.0,811,44470.0,1948,877.02,6037
2.0,1.0,732,40333.0,1953,815.12,6037
3.0,2.0,1526,182059.0,1952,2572.82,6037
3.0,1.0,1111,129950.0,1955,1849.22,6037
3.0,1.0,1754,482000.0,1952,6038.19,6037
4.0,3.0,1672,305129.0,1950,3989.94,6037
3.0,2.0,1806,402489.0,1953,5131.2,6037
4.0,2.0,1476,69835.0,1953,1177.4,6037
2.0,1.0,1061,132776.0,1946,431.27,6037
3.0,1.0,1045,402000.0,1954,5105.58,6037
3.0,1.0,1114,56080.0,1956,1013.02,6037
3.0,1.0,1114,221327.0,1956,2970.61,6037
3.0,2.0,1071,277392.0,1958,3617.26,6037
3.0,2.0,1071,452000.0,1958,5681.44,6037
3.0,1.0,1109,59395.0,1955,971.86,6037
4.0,3.0,3701,612895.0,1978,7355.68,6037
3.0,2.0,1082,153883.0,1956,2099.6,6037
3.0,2.0,1085,185017.0,1956,2383.73,6037
4.0,2.0,1448,278237.0,1962,3436.73,6037
3.0,3.0,2118,326032.0,1965,3993.26,6037
3.0,2.0,1294,506000.0,1960,5805.18,6037
3.0,2.0,1483,366056.0,1962,4329.85,6037
4.0,2.0,1915,155221.0,1961,2052.79,6037
4.0,2.0,1905,104803.0,1961,1501.52,6037
4.0,2.0,2234,163301.0,1961,2135.87,6037
4.0,2.0,1892,284712.0,1962,3413.04,6037
4.0,2.0,1875,300566.0,1961,4008.67,6037
4.0,2.0,1635,286604.0,1961,3770.07,6037
4.0,3.0,2872,567367.0,1985,7190.96,6037
5.0,4.0,3683,688623.0,1963,8695.6,6037
3.0,3.0,2152,167302.0,1958,2361.54,6037
3.0,3.0,1737,216989.0,1961,2943.92,6037
4.0,4.0,2296,775000.0,1956,9681.69,6037
3.0,2.0,1364,285320.0,1958,3390.74,6037
3.0,2.0,1270,305067.0,1958,3598.03,6037
3.0,2.0,1368,467000.0,1961,5322.36,6037
3.0,2.0,1198,197587.0,1958,2605.61,6037
3.0,2.0,1672,121625.0,1960,1658.69,6037
3.0,2.0,1605,384093.0,1956,4632.4,6037
3.0,2.0,1514,260299.0,1956,3429.75,6037
3.0,3.0,1762,507581.0,1959,6473.99,6037
3.0,2.0,1702,382322.0,1956,4967.17,6037
4.0,2.0,1620,285560.0,1956,3821.36,6037
3.0,2.0,1301,80306.0,1959,1287.18,6037
4.0,3.0,1920,422332.0,1955,5450.83,6037
3.0,2.0,1307,194777.0,1956,2729.39,6037
3.0,2.0,1299,78654.0,1956,1269.87,6037
3.0,2.0,1322,425454.0,1959,5459.96,6037
5.0,3.0,1676,327670.0,1955,4315.5,6037
4.0,2.0,1110,241490.0,1954,3267.48,6037
3.0,2.0,1241,340910.0,1956,4468.82,6037
3.0,2.0,1200,388324.0,1956,4944.97,6037
4.0,2.0,2196,490679.0,1956,6282.33,6037
2.0,1.0,749,190112.0,1950,2659.91,6037
3.0,1.0,1277,221523.0,1950,5320.25,6037
3.0,2.0,1309,72247.0,1953,1210.42,6037
3.0,2.0,1047,368000.0,1952,4688.19,6037
3.0,1.0,1297,201229.0,1954,2815.28,6037
2.0,1.0,784,139518.0,1951,2062.58,6037
2.0,1.0,764,370000.0,1950,4721.28,6037
3.0,2.0,1676,76747.0,1950,1273.76,6037
3.0,2.0,1140,266348.0,1954,3498.41,6037
3.0,1.0,1626,51307.0,1953,971.87,6037
4.0,2.0,1939,313995.0,1955,4195.78,6037
3.0,2.0,1560,240930.0,1955,3230.33,6037
2.0,1.0,1218,125832.0,1951,1842.33,6037
3.0,1.0,1041,241067.0,1951,3277.23,6037
3.0,2.0,1192,79374.0,1954,1661.97,6037
3.0,1.0,1008,379000.0,1950,4830.85,6037
2.0,1.0,1200,385392.0,1950,4992.79,6037
3.0,1.0,1250,263789.0,1950,3559.85,6037
3.0,1.0,986,393000.0,1950,5367.6,6037
3.0,2.0,1111,46965.0,1949,895.94,6037
4.0,2.0,1389,400000.0,1949,5177.88,6037
3.0,2.0,1586,105711.0,1949,1611.77,6037
2.0,1.0,903,219860.0,1949,2934.88,6037
2.0,1.0,768,36601.0,1950,842.88,6037
3.0,2.0,1128,310760.0,1957,9609.01,6037
4.0,2.0,1384,98397.0,1956,1507.77,6037
3.0,2.0,1760,263287.0,1956,3477.6,6037
4.0,3.0,1796,159724.0,1955,2253.01,6037
3.0,2.0,1254,67686.0,1953,1073.64,6037
3.0,2.0,1161,184219.0,1954,2516.22,6037
4.0,2.0,1909,120735.0,1954,1795.93,6037
3.0,2.0,1200,423359.0,1954,12123.21,6037
3.0,2.0,1380,209056.0,1955,2900.76,6037
3.0,2.0,1638,303133.0,1959,3947.03,6037
3.0,2.0,1402,238550.0,1958,3250.86,6037
4.0,2.0,1330,73639.0,1956,1209.44,6037
4.0,2.0,1923,294645.0,1970,3940.92,6037
4.0,2.0,1894,211025.0,1958,2867.58,6037
4.0,2.0,1245,213236.0,1957,2863.82,6037
4.0,2.0,1245,452000.0,1958,5689.01,6037
4.0,2.0,1439,266616.0,1957,3529.72,6037
4.0,2.0,1312,373145.0,1955,4848.98,6037
3.0,2.0,1070,222068.0,1950,3052.74,6037
2.0,1.0,782,208166.0,1948,2881.09,6037
3.0,1.0,1077,203820.0,1949,2760.45,6037
2.0,1.0,752,36604.0,1949,849.52,6037
3.0,1.0,1151,187472.0,1944,2647.93,6037
3.0,1.0,1073,41983.0,1948,925.96,6037
3.0,2.0,1778,67015.0,1949,1168.26,6037
3.0,1.0,1026,297353.0,1948,3951.61,6037
2.0,2.0,1261,422000.0,1947,5348.98,6037
3.0,1.0,900,101313.0,1946,1606.54,6037
3.0,1.0,1054,45350.0,1948,878.35,6037
3.0,3.0,1591,351362.0,1948,4609.19,6037
2.0,1.0,777,127317.0,1950,1916.78,6037
3.0,1.0,1122,106634.0,1954,1632.43,6037
3.0,2.0,1024,209112.0,1954,2813.86,6037
4.0,2.0,1610,248105.0,1954,3302.03,6037
3.0,1.0,888,241943.0,1951,3198.13,6037
3.0,2.0,1660,215293.0,1964,2913.79,6037
3.0,1.0,1149,282235.0,1955,3684.84,6037
3.0,1.0,1188,68233.0,1955,1151.23,6037
3.0,2.0,1101,63667.0,1950,1093.21,6037
3.0,2.0,1470,262204.0,1947,3545.03,6037
3.0,2.0,1601,164731.0,1947,2402.48,6037
3.0,2.0,1437,55705.0,1950,1018.91,6037
2.0,1.0,920,49719.0,1954,916.49,6037
2.0,1.0,765,34260.0,1953,720.56,6037
4.0,2.0,1265,87985.0,1948,1471.19,6037
2.0,1.0,760,185160.0,1953,2590.64,6037
2.0,1.0,727,93000.0,1958,1497.63,6037
5.0,2.0,1344,51659.0,1952,963.2,6037
4.0,2.0,1950,533000.0,1973,6226.39,6037
3.0,1.0,1238,421000.0,1954,4984.82,6037
3.0,1.0,858,255814.0,1954,3105.76,6037
3.0,1.0,955,270563.0,1953,3627.58,6037
4.0,2.0,1444,281933.0,1966,3779.74,6037
4.0,3.0,1804,95872.0,1973,1414.22,6037
3.0,2.0,1343,375293.0,1956,4864.54,6037
3.0,2.0,1310,254254.0,1955,3351.42,6037
3.0,2.0,1161,482000.0,1954,6126.28,6037
3.0,2.0,1080,69118.0,1957,1145.75,6037
3.0,2.0,1310,475000.0,1955,6045.53,6037
3.0,2.0,1327,71403.0,1954,1167.13,6037
3.0,2.0,1347,479197.0,1960,6018.42,6037
3.0,3.0,2402,369128.0,1972,4766.87,6037
4.0,2.0,1734,286324.0,1948,4072.37,6037
4.0,3.0,2575,614000.0,1947,9039.5,6037
3.0,1.0,1118,44891.0,1946,942.09,6037
3.0,2.0,1111,135520.0,1957,2645.83,6037
2.0,1.0,1104,175926.0,1926,2785.11,6037
2.0,3.0,1876,98461.0,1953,1579.22,6037
3.0,1.0,964,160954.0,1951,2429.17,6037
6.0,3.0,1892,138212.0,1956,2090.99,6037
2.0,1.0,986,395022.0,1953,5430.77,6037
3.0,2.0,1260,254777.0,1941,3729.3,6037
2.0,1.0,702,350000.0,1948,4503.59,6037
3.0,2.0,1494,206698.0,1963,2814.58,6037
5.0,2.0,1795,238501.0,1953,3330.64,6037
4.0,3.0,1886,238867.0,1978,3300.49,6037
3.0,2.0,1331,207719.0,1958,2738.42,6037
5.0,2.0,1712,199473.0,1941,4766.01,6037
4.0,2.0,1102,107539.0,1941,1537.19,6037
2.0,2.0,1344,42404.0,1947,906.01,6037
4.0,2.0,1545,58731.0,1950,1155.82,6037
3.0,1.0,1028,360412.0,1953,4424.31,6037
3.0,2.0,1029,415000.0,1955,4955.58,6037
3.0,2.0,1477,82508.0,1963,1333.08,6037
3.0,2.0,1586,266770.0,1978,3526.16,6037
3.0,2.0,1878,194592.0,1951,2617.11,6037
3.0,1.0,1000,93523.0,1954,1447.61,6037
3.0,1.0,1212,46755.0,1955,854.42,6037
4.0,3.0,2224,402722.0,1990,4954.67,6037
3.0,1.0,1204,46547.0,1948,938.87,6037
3.0,1.0,1178,47378.0,1947,788.85,6037
4.0,3.0,1973,330942.0,1977,4123.98,6037
3.0,2.0,1242,416000.0,1962,5229.5,6037
3.0,2.0,1344,170353.0,1961,2329.06,6037
3.0,1.0,980,244753.0,1952,3367.99,6037
4.0,1.0,1986,155387.0,1950,2330.26,6037
3.0,2.0,1901,307996.0,1950,4046.27,6037
3.0,1.0,1060,50074.0,1952,1103.96,6037
2.0,1.0,1680,88758.0,1948,1606.51,6037
3.0,2.0,1364,55037.0,1951,1168.93,6037
3.0,1.0,1555,168195.0,1957,2449.04,6037
3.0,1.0,1024,297088.0,1953,3960.5,6037
4.0,2.0,1840,86096.0,1953,1536.03,6037
4.0,3.0,1714,154235.0,1965,2302.02,6037
1.0,1.0,828,300865.0,1948,3902.19,6037
4.0,3.0,2177,224131.0,1979,3087.25,6037
5.0,3.0,2698,403337.0,1984,5079.29,6037
4.0,3.0,2495,306139.0,1985,3976.71,6037
2.0,2.0,1770,337393.0,1951,4303.42,6037
2.0,1.0,1386,505000.0,1942,6222.31,6037
2.0,3.0,1495,441651.0,1951,5440.47,6037
3.0,1.0,1282,249574.0,1950,3346.85,6037
5.0,2.0,1645,385382.0,1950,5022.84,6037
2.0,2.0,1161,170667.0,1954,2427.12,6037
2.0,1.0,1036,190843.0,1941,2629.13,6037
3.0,1.0,1134,403856.0,1950,5196.56,6037
3.0,2.0,1303,244075.0,1950,3249.08,6037
3.0,2.0,1586,202025.0,1938,2762.86,6037
3.0,3.0,2083,551297.0,1947,6927.51,6037
3.0,2.0,1865,283411.0,1949,3842.29,6037
3.0,1.0,818,175400.0,1924,2481.22,6037
2.0,1.0,1070,203650.0,1917,2699.98,6037
3.0,1.0,1280,57967.0,1929,1081.43,6037
4.0,1.0,2184,567000.0,1913,7112.49,6037
3.0,3.0,2411,205000.0,1909,2913.85,6037
4.0,3.0,2026,402004.0,1962,5123.43,6037
3.0,2.0,1884,251602.0,1922,3444.93,6037
2.0,1.0,746,217071.0,1924,2888.53,6037
2.0,1.0,1024,214212.0,1923,2950.11,6037
2.0,1.0,878,360304.0,1940,4552.53,6037
1.0,1.0,600,45309.0,1947,815.65,6037
3.0,1.0,1366,66009.0,1951,1082.07,6037
3.0,2.0,1433,165037.0,1951,2295.77,6037
3.0,3.0,1983,410522.0,1958,5181.37,6037
3.0,2.0,1545,568539.0,1951,6835.92,6037
3.0,2.0,2289,543996.0,1950,6601.17,6037
5.0,4.0,3618,1068000.0,1948,12564.52,6037
3.0,2.0,1917,328901.0,1952,4305.4,6037
4.0,2.0,1819,323303.0,1953,4140.97,6037
2.0,2.0,2430,179703.0,1949,7455.2,6037
3.0,2.0,1269,261392.0,1951,3308.81,6037
3.0,1.0,1377,149197.0,1952,2013.06,6037
3.0,2.0,1544,246935.0,1953,3108.89,6037
3.0,2.0,1702,173562.0,1964,2292.12,6037
4.0,2.0,1794,89219.0,1964,1360.75,6037
3.0,1.0,1008,56697.0,1953,1054.25,6037
4.0,2.0,1386,464953.0,1956,5595.47,6037
4.0,2.0,1376,66219.0,1954,1175.45,6037
4.0,2.0,1102,439000.0,1953,5297.81,6037
3.0,2.0,1164,160737.0,1960,2139.67,6037
3.0,1.0,1065,244548.0,1950,3061.88,6037
3.0,2.0,1598,384198.0,1984,4636.91,6037
3.0,2.0,1176,158087.0,1955,2076.41,6037
4.0,2.0,1463,442000.0,1951,5352.37,6037
3.0,2.0,1014,354267.0,1953,4360.08,6037
4.0,3.0,2003,288347.0,1963,3669.94,6037
3.0,1.0,1047,201265.0,1950,2659.25,6037
3.0,1.0,1034,200733.0,1951,2574.31,6037
2.0,1.0,1241,337111.0,1951,4174.9,6037
3.0,1.0,1034,197970.0,1951,2544.3,6037
3.0,2.0,1606,258709.0,1950,3405.96,6037
2.0,2.0,1479,71015.0,1951,1184.08,6037
2.0,2.0,1189,71197.0,1950,1055.97,6037
3.0,2.0,1670,79474.0,1950,1264.48,6037
3.0,2.0,1605,68713.0,1952,1134.97,6037
3.0,2.0,1253,235449.0,1952,3051.74,6037
2.0,1.0,920,190836.0,1949,2605.8,6037
2.0,2.0,1435,71251.0,1949,1087.83,6037
2.0,1.0,811,37068.0,1961,998.7,6037
2.0,1.0,1074,414196.0,1950,5190.69,6037
3.0,2.0,1232,396962.0,1944,4768.76,6037
2.0,1.0,807,234570.0,1949,3026.69,6037
3.0,1.0,895,275268.0,1948,3446.38,6037
2.0,1.0,869,168384.0,1948,2248.57,6037
2.0,1.0,1342,398678.0,1950,4937.7,6037
2.0,1.0,854,249873.0,1951,3230.2,6037
3.0,2.0,1784,246978.0,1959,3317.12,6037
3.0,2.0,1325,251787.0,1948,3281.35,6037
2.0,1.0,971,127731.0,1949,1826.05,6037
2.0,1.0,821,254327.0,1950,3359.17,6037
2.0,1.0,736,199531.0,1949,2650.8,6037
2.0,1.0,972,263134.0,1949,3481.13,6037
3.0,2.0,1500,379578.0,1997,4792.06,6037
3.0,3.0,1778,192494.0,1941,2625.76,6037
3.0,2.0,1166,257059.0,1949,3408.03,6037
2.0,1.0,1190,373000.0,1936,4738.42,6037
2.0,2.0,970,181062.0,1929,2452.03,6037
4.0,3.0,1624,291126.0,1953,3733.86,6037
3.0,1.0,1290,235473.0,1947,3089.23,6037
3.0,2.0,1612,171269.0,1946,2367.95,6037
3.0,1.0,1569,323613.0,1947,4193.66,6037
4.0,2.0,1598,253545.0,1947,3307.94,6037
3.0,2.0,1662,253611.0,1947,3312.52,6037
3.0,1.0,1097,85494.0,1951,1355.92,6037
4.0,2.0,1494,98485.0,1958,1517.75,6037
3.0,1.0,1501,249574.0,1949,3334.87,6037
3.0,1.0,1070,240160.0,1949,3210.74,6037
2.0,1.0,913,220665.0,1941,2901.76,6037
3.0,3.0,2044,523350.0,1950,6494.24,6037
2.0,1.0,902,213291.0,1944,2800.6,6037
3.0,2.0,1421,76403.0,1944,1293.72,6037
2.0,1.0,1017,290583.0,1949,3786.15,6037
3.0,2.0,1149,439502.0,1951,5444.53,6037
2.0,1.0,889,76069.0,1949,1322.01,6037
2.0,1.0,996,280877.0,1949,3594.13,6037
7.0,3.0,2626,368193.0,1952,4773.81,6037
4.0,2.0,1256,281386.0,1952,3623.45,6037
4.0,2.0,1402,424000.0,1952,5373.61,6037
3.0,2.0,1401,74251.0,1955,1217.42,6037
3.0,1.0,989,181967.0,1953,2463.33,6037
3.0,1.0,973,252909.0,1950,3360.37,6037
3.0,2.0,1125,185197.0,1954,2579.55,6037
3.0,1.0,1340,370414.0,1950,4744.88,6037
3.0,1.0,1048,249574.0,1950,3326.17,6037
3.0,1.0,948,299857.0,1950,3906.19,6037
4.0,3.0,1486,70410.0,1955,1224.6,6037
4.0,2.0,1246,46955.0,1955,938.96,6037
4.0,2.0,1644,347088.0,1955,4629.01,6037
3.0,2.0,1027,130841.0,1956,1876.99,6037
4.0,2.0,1257,211787.0,1955,2695.19,6037
3.0,2.0,994,233396.0,1956,2997.08,6037
3.0,2.0,1350,47993.0,1956,848.48,6037
3.0,2.0,1041,190148.0,1956,2454.11,6037
4.0,2.0,1798,85483.0,1963,1355.84,6037
3.0,2.0,1639,95429.0,1961,1440.28,6037
4.0,2.0,1726,113017.0,1962,1649.76,6037
3.0,2.0,1760,85067.0,1962,1347.18,6037
4.0,3.0,2434,272624.0,1964,3502.14,6037
4.0,3.0,2072,625000.0,1964,7337.96,6037
4.0,2.0,1476,74912.0,1963,1221.23,6037
6.0,3.0,3403,725113.0,1965,8561.97,6037
3.0,2.0,1280,435144.0,1964,5167.01,6037
4.0,4.0,2808,537065.0,1964,6415.1,6037
5.0,3.0,1918,107566.0,1973,1602.65,6037
3.0,2.0,2048,251000.0,1973,3696.48,6037
3.0,2.0,1485,200003.0,1988,3234.33,6037
3.0,2.0,1980,182497.0,2001,3049.2,6037
4.0,3.0,1917,201720.0,1991,3272.76,6037
3.0,2.0,1311,48203.0,1966,1280.37,6037
4.0,3.0,2399,212032.0,1969,3325.43,6037
4.0,2.0,1850,221800.0,1969,3334.8,6037
2.0,1.0,776,85674.0,1949,1780.68,6037
3.0,2.0,1163,118724.0,1957,2102.34,6037
4.0,2.0,1710,119788.0,1989,2218.45,6037
3.0,2.0,1528,201000.0,1993,3247.96,6037
3.0,2.0,2073,196750.0,1968,3141.6,6037
4.0,3.0,2445,89837.0,1968,1818.89,6037
4.0,2.0,1618,140313.0,1964,2376.25,6037
4.0,2.0,1337,128499.0,1982,2224.9,6037
3.0,2.0,1212,180000.0,1984,2957.29,6037
3.0,2.0,1260,142135.0,1955,2381.91,6037
4.0,2.0,1537,87427.0,1957,1832.75,6037
3.0,2.0,1645,167000.0,1956,2690.76,6037
3.0,2.0,1363,100794.0,1957,1982.55,6037
3.0,2.0,1266,71614.0,1963,1635.37,6037
4.0,2.0,2306,172592.0,1981,2866.92,6037
3.0,2.0,1325,165000.0,1988,2865.58,6037
2.0,2.0,830,63661.0,1940,1390.39,6037
4.0,2.0,1196,119624.0,1974,2196.64,6037
4.0,2.0,1753,188000.0,1973,3024.34,6037
4.0,2.0,1784,190000.0,1978,2966.79,6037
3.0,3.0,1766,169007.0,1987,2719.83,6037
3.0,1.0,1336,76864.0,1952,1699.89,6037
4.0,2.0,1165,89282.0,1954,1838.77,6037
4.0,2.0,1282,145000.0,1972,2498.75,6037
3.0,2.0,1599,87026.0,1973,1748.1,6037
3.0,2.0,1260,76323.0,1954,1607.83,6037
4.0,2.0,1657,59178.0,1963,1505.76,6037
3.0,2.0,1044,68965.0,1957,1594.74,6037
3.0,2.0,1419,148117.0,1985,2539.0,6037
3.0,2.0,1368,164000.0,1986,2805.81,6037
2.0,2.0,1055,145600.0,1987,2576.03,6037
4.0,2.0,1534,161660.0,1980,2623.48,6037
4.0,2.0,1574,138689.0,1971,2437.15,6037
5.0,3.0,2499,167516.0,1972,2815.36,6037
5.0,3.0,2289,195000.0,1970,3129.75,6037
3.0,2.0,1291,124193.0,1985,2334.57,6037
3.0,2.0,1379,170173.0,1990,3126.51,6037
4.0,3.0,1745,109971.0,1989,2186.31,6037
3.0,2.0,1524,106336.0,1988,2134.27,6037
3.0,3.0,1526,150236.0,1989,2650.61,6037
4.0,3.0,2160,179224.0,1990,2840.1,6037
3.0,3.0,2094,147710.0,1990,2563.0,6037
3.0,2.0,1313,96288.0,1990,2007.2,6037
4.0,3.0,1780,197600.0,1989,3136.47,6037
4.0,3.0,2010,124456.0,1991,2368.13,6037
4.0,2.0,2046,209000.0,1983,3284.64,6037
3.0,2.0,1294,141468.0,1988,2455.75,6037
3.0,2.0,1761,185000.0,1989,2907.35,6037
4.0,3.0,2055,159049.0,1989,2776.7,6037
4.0,3.0,1860,204918.0,1989,3307.95,6037
3.0,2.0,2060,210800.0,1959,2767.7,6037
3.0,2.0,1551,165262.0,1985,2762.9,6037
4.0,2.0,1658,119654.0,1990,2381.83,6037
4.0,3.0,1966,159471.0,1988,9174.5,6037
3.0,2.0,1206,90871.0,1990,1965.62,6037
4.0,3.0,1917,125282.0,1990,2410.85,6037
4.0,3.0,1825,118585.0,1989,3598.81,6037
4.0,3.0,1763,158105.0,1994,2799.61,6037
3.0,2.0,1544,179698.0,1991,3051.07,6037
3.0,2.0,1476,145019.0,1983,2412.98,6037
4.0,3.0,2520,244197.0,1991,3715.63,6037
5.0,3.0,3054,264715.0,1997,4033.46,6037
4.0,2.0,1649,190205.0,1985,3043.79,6037
3.0,2.0,1357,174459.0,1993,2847.15,6037
4.0,2.0,2157,220117.0,1988,6256.93,6037
4.0,3.0,2060,175646.0,1991,2940.06,6037
4.0,3.0,2392,184275.0,1997,3137.89,6037
3.0,3.0,2378,145630.0,1994,2684.34,6037
3.0,2.0,1473,180064.0,1993,3102.6,6037
3.0,2.0,1884,211864.0,1990,2585.46,6037
3.0,2.0,1627,81031.0,1986,1084.81,6037
4.0,2.0,1542,118566.0,1989,2279.5,6037
3.0,3.0,1588,173396.0,1988,2926.05,6037
2.0,2.0,1660,179698.0,1992,3055.6,6037
4.0,2.0,1553,136294.0,1992,2518.68,6037
3.0,2.0,1685,123265.0,1999,2426.73,6037
4.0,2.0,1244,71467.0,1956,1632.49,6037
4.0,2.0,1246,87896.0,1957,1825.77,6037
4.0,2.0,1237,103849.0,1957,2013.08,6037
3.0,2.0,1380,165839.0,1992,2834.32,6037
3.0,2.0,1528,202328.0,1986,3294.61,6037
3.0,3.0,2144,295000.0,1987,4395.19,6037
3.0,3.0,1849,216540.0,1987,3440.85,6037
3.0,2.0,1719,201923.0,1988,3286.57,6037
3.0,2.0,1243,129481.0,1993,2393.01,6037
4.0,3.0,2400,280565.0,1998,4253.44,6037
3.0,3.0,1855,191908.0,1992,3167.93,6037
5.0,3.0,3366,308226.0,2001,4627.22,6037
4.0,3.0,3058,474204.0,2000,5876.82,6037
3.0,2.0,1480,426404.0,1979,5030.26,6037
3.0,2.0,1676,428739.0,1991,5073.19,6037
6.0,5.0,3964,839000.0,1987,9172.37,6037
3.0,2.0,2014,393702.0,1967,4424.17,6037
4.0,3.0,2428,496006.0,1986,5453.24,6037
2.0,2.0,2480,394247.0,1988,4376.84,6037
2.0,2.0,1224,204760.0,1946,2350.9,6037
3.0,2.0,1985,102729.0,1967,1366.57,6037
4.0,4.0,3490,562461.0,1990,6604.58,6037
4.0,3.0,3178,627931.0,1988,7439.99,6037
3.0,2.0,1484,236400.0,1972,3033.54,6037
2.0,1.0,1350,152602.0,1949,1938.18,6037
2.0,1.0,972,199023.0,1992,2368.61,6037
3.0,3.0,1804,177347.0,1990,2097.01,6037
4.0,4.0,3346,405084.0,1977,4737.26,6037
3.0,2.0,2152,272000.0,1990,3172.93,6037
3.0,2.0,1450,156831.0,1990,1935.46,6037
1.0,1.0,460,69999.0,1949,919.96,6037
3.0,2.0,1396,204649.0,1985,2464.11,6037
2.0,2.0,1000,113600.0,1986,1427.18,6037
4.0,3.0,1776,318211.0,1979,4447.85,6037
3.0,2.0,1200,418553.0,1980,5733.38,6037
3.0,2.0,1256,283838.0,1982,4019.97,6037
3.0,2.0,1200,277825.0,1984,4023.02,6037
3.0,2.0,1608,466000.0,1984,6335.52,6037
3.0,2.0,1498,237042.0,1987,4162.71,6037
4.0,3.0,1859,381973.0,1987,5917.59,6037
3.0,2.0,1375,310022.0,1989,5007.42,6037
3.0,3.0,1592,350141.0,1988,5507.45,6037
3.0,3.0,1738,455633.0,1988,6876.51,6037
4.0,3.0,2214,411808.0,1988,6289.16,6037
4.0,3.0,1701,266377.0,1988,3808.41,6037
4.0,3.0,2620,587000.0,1989,7882.3,6037
4.0,3.0,3581,742100.0,2000,10260.56,6037
4.0,2.0,1932,862962.0,1979,10892.83,6037
4.0,3.0,3353,1123136.0,1990,14153.4,6037
4.0,3.0,2690,444478.0,2000,7908.53,6037
4.0,3.0,2326,368061.0,2000,6815.14,6037
3.0,2.0,1828,161317.0,1978,2144.21,6037
3.0,1.0,1920,123615.0,1920,1569.25,6037
3.0,3.0,1418,357875.0,1989,4587.47,6037
1.0,1.0,1280,102200.0,1957,1354.57,6037
2.0,1.0,1288,605000.0,1942,8170.98,6037
2.0,1.0,940,291658.0,1930,3962.47,6037
3.0,2.0,1199,476460.0,1940,6411.75,6037
3.0,1.0,1014,409034.0,1944,5548.25,6037
2.0,2.0,1441,382992.0,1950,4812.98,6037
3.0,2.0,1418,54420.0,1936,916.67,6037
3.0,2.0,1365,245375.0,1923,3128.84,6037
2.0,1.0,1312,45924.0,1931,637.31,6037
2.0,1.0,1038,406000.0,1924,4923.58,6037
3.0,1.0,1106,209173.0,1925,2576.03,6037
3.0,2.0,1620,335496.0,1935,4115.73,6037
2.0,1.0,884,149737.0,1912,1941.66,6037
2.0,1.0,702,236000.0,1922,2873.0,6037
2.0,1.0,1043,33290.0,1922,471.46,6037
2.0,1.0,1060,196289.0,1935,2511.05,6037
2.0,1.0,1207,117146.0,1929,1561.28,6037
3.0,2.0,1440,303558.0,1925,3792.91,6037
3.0,1.0,1004,285682.0,1924,3561.36,6037
2.0,1.0,1004,36190.0,1923,528.65,6037
3.0,2.0,1520,395000.0,1924,4802.72,6037
1.0,1.0,756,183509.0,1922,2333.11,6037
2.0,1.0,1434,160238.0,1929,2001.07,6037
3.0,1.0,1350,38683.0,1929,548.76,6037
2.0,1.0,816,214637.0,1923,2706.64,6037
2.0,2.0,1322,53827.0,1936,728.06,6037
2.0,1.0,822,275000.0,1923,3426.34,6037
2.0,1.0,1288,77203.0,1923,1010.16,6037
3.0,1.0,1684,274241.0,1936,3837.77,6037
2.0,1.0,1487,51313.0,1936,988.83,6037
3.0,3.0,2090,275867.0,1938,3960.22,6037
2.0,1.0,1303,155740.0,1950,2278.83,6037
2.0,1.0,1121,41994.0,1941,806.69,6037
3.0,2.0,1960,275253.0,1964,3878.67,6037
3.0,2.0,1622,233870.0,1932,3305.44,6037
1.0,1.0,676,161167.0,1922,2079.98,6037
3.0,1.0,1390,272300.0,1931,3349.48,6037
3.0,2.0,1553,508800.0,1939,6130.66,6037
2.0,1.0,1344,265151.0,1933,3337.97,6037
4.0,2.0,1976,250568.0,1936,3121.68,6037
3.0,1.0,1389,368000.0,1931,4481.01,6037
2.0,1.0,1173,111542.0,1941,1522.0,6037
2.0,1.0,688,56549.0,1922,955.65,6037
3.0,1.0,864,93748.0,1922,1570.51,6037
4.0,3.0,1311,414513.0,1922,5696.33,6037
2.0,1.0,1020,199658.0,1925,2918.06,6037
2.0,1.0,996,180937.0,1928,2591.02,6037
2.0,1.0,762,304575.0,1921,4264.91,6037
2.0,2.0,1386,531000.0,1925,7237.55,6037
3.0,2.0,1616,235521.0,1923,3342.36,6037
3.0,3.0,2554,565192.0,1922,7617.77,6037
4.0,2.0,2062,137549.0,1954,2095.86,6037
5.0,4.0,2896,252109.0,1963,3624.7,6037
4.0,2.0,1100,327477.0,1941,4547.27,6037
2.0,1.0,758,376792.0,1940,5092.07,6037
3.0,2.0,1315,353548.0,1979,4943.08,6037
2.0,1.0,1461,46756.0,1932,805.61,6037
3.0,4.0,2515,752000.0,1939,17903.39,6037
3.0,2.0,1155,476344.0,1946,6080.11,6037
3.0,3.0,1480,173407.0,1923,2637.76,6037
3.0,1.0,1519,499000.0,1928,6734.74,6037
3.0,2.0,1107,77874.0,1920,1294.91,6037
4.0,2.0,1563,402000.0,1927,5547.47,6037
3.0,2.0,1606,180396.0,1964,2600.42,6037
2.0,1.0,1117,193647.0,1937,2900.7,6037
3.0,2.0,1474,324675.0,1924,4572.15,6037
2.0,1.0,896,181104.0,1947,2597.93,6037
3.0,1.0,1119,324019.0,1938,4531.33,6037
3.0,3.0,1837,122224.0,1942,2016.38,6037
2.0,1.0,1156,250937.0,1937,3517.79,6037
4.0,2.0,2235,206134.0,1940,3023.02,6037
4.0,2.0,1547,241428.0,1941,3538.14,6037
